"Supplied Name","guid","scientificName","family","kingdom"
"Lecania naegelii","BMSSYS0000009425","Lecania naegelii","Ramalinaceae","Fungi"
"Arthonia anombrophila","NHMSYS0021554359","Reichlingia anombrophila","Arthoniaceae","Fungi"
"Usnea subfloridana","NBNSYS0000019149","Usnea subfloridana","Parmeliaceae","Fungi"
"Gregorella humida","NHMSYS0019999601","Gregorella humida","Arctomiaceae","Fungi"
"Hydropunctaria amphibia","BMSSYS0000046369","Hydropunctaria amphibia","Verrucariaceae","Fungi"
"Diplotomma murorum","NHMSYS0001480953","Diplotomma murorum","Caliciaceae","Fungi"
"Haematomma ochroleucum s. lat.","BMSSYS0000533788","Haematomma ochroleucum s. lat.","Haematommataceae","Fungi"
"Koerberiella wimmeriana","NBNSYS0000018196","Koerberiella wimmeriana","Lecideaceae","Fungi"
"Peltigera neckeri","NHMSYS0001492058","Peltigera neckeri","Peltigeraceae","Fungi"
"Thelidium rehmii","BMSSYS0000051824","Thelidium rehmii","Verrucariaceae","Fungi"
"Peltigera britannica","NHMSYS0001492052","Peltigera britannica","Peltigeraceae","Fungi"
"Buellia pulverea","NHMSYS0001476336","Buellia pulverea","Caliciaceae","Fungi"
"Calicium abietinum","NBNSYS0000015533","Calicium abietinum","Caliciaceae","Fungi"
"Lecidea auriculata","NBNSYS0000018644","Lecidea auriculata","Lecideaceae","Fungi"
"Biatora ocelliformis","NHMSYS0020989796","Biatora ocelliformis","Ramalinaceae","Fungi"
"Nephromopsis nivalis","BMSSYS0000006834","Flavocetraria nivalis","Parmeliaceae","Fungi"
